# wavelength [m], reflectance
4.4452116e-07, 0.016273653
4.9874979e-07, 0.030270064
5.5994797e-07, 0.084440134
6.646689799999999e-07, 0.22979233
7.0376843e-07, 0.27186832
7.4027389e-07, 0.29957068
7.820179499999999e-07, 0.30621845
8.3274448e-07, 0.29504997
8.649404e-07, 0.28917339
9.4503015e-07, 0.28572631
1.3733701e-06, 0.59588432
1.613752e-06, 0.5857445
2.2033744e-06, 0.4463113
