# wavelength [m], reflectance
4.4452116e-07, 0.016144842
4.9874979e-07, 0.020074451
5.5994797e-07, 0.034384292
6.646689799999999e-07, 0.10632555
7.0376843e-07, 0.1403587
7.4027389e-07, 0.17166798
7.820179499999999e-07, 0.19098778
8.3274448e-07, 0.18814103
8.649404e-07, 0.18499352
9.4503015e-07, 0.17717583
1.3733701e-06, 0.5163576
1.613752e-06, 0.62829345
2.2033744e-06, 0.46314862
