# wavelength [m], reflectance
4.4452116e-07, 0.041832119
4.9874979e-07, 0.14303663
5.5994797e-07, 0.33738419
6.646689799999999e-07, 0.51204509
7.0376843e-07, 0.59323233
7.4027389e-07, 0.56312281
7.820179499999999e-07, 0.45276728
8.3274448e-07, 0.35246924
8.649404e-07, 0.30173305
9.4503015e-07, 0.27990082
1.3733701e-06, 0.71102017
1.613752e-06, 0.78827131
2.2033744e-06, 0.54630321
